Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Decentius Orchius,30,20,Greece,170,83,Provocator,7,2,Tactics,Dagger,High,Superior,0.621365655,Low,2.612492428,Excellent,Expert,Strong,9,Stoic,Excellent,Freedom,Entertainer,Low,Defensive,Medium,Humble,TRUE
Gnaeus Duronius,33,17,Gaul,171,69,Secutor,8,4,Novice,Gladius (Sword),Low,Basic,0.527613169,Low,5.358321709,Poor,Intermediate,Moderate,12,Fearful,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Intimidating,TRUE
Calventius Pilus,45,5,Gaul,182,71,Hoplomachus,13,2,Novice,Dagger,Low,Basic,0.978492055,Low,1.02664232,Poor,Basic,Strong,15,Stoic,Good,Survival,Entertainer,Medium,Balanced,Medium,Charismatic,TRUE
Appius Mescinius,35,15,Rome,171,99,Thraex,10,4,Novice,Sica (Curved Sword),High,Superior,0.731756855,Low,4.076324417,Excellent,Intermediate,Strong,14,Calculative,Excellent,Vengeance,Criminal,Low,Balanced,High,Humble,TRUE
Terentius Murena,40,10,Rome,170,95,Secutor,13,3,Novice,Gladius (Sword),High,Superior,1.01816417,Low,6.586526978,Excellent,Intermediate,Strong,16,Fearful,Excellent,Glory,Criminal,Low,Balanced,Low,Humble,TRUE
Publius Cornificius,44,6,Germania,173,92,Provocator,16,7,Novice,Gladius (Sword),Low,Basic,0.783346368,High,1.002629683,Poor,Basic,Strong,23,Fearful,Fair,Survival,Entertainer,Low,Aggressive,High,Flamboyant,TRUE
Matienus Nonius,27,23,Numidia,175,74,Thraex,11,4,Novice,Dagger,Medium,Standard,0.667622397,High,3.795925516,Adequate,Intermediate,Moderate,15,Calculative,Good,Freedom,Criminal,Medium,Balanced,Medium,Charismatic,TRUE
Gracchus Mallius,23,27,Thrace,165,69,Provocator,4,2,Novice,Dagger,Low,Basic,0.543374306,Low,7.62889368,Poor,Basic,Moderate,6,Aggressive,Excellent,Wealth,Criminal,High,Aggressive,Low,Charismatic,FALSE
Festinius Menenius,20,30,Rome,168,71,Hoplomachus,3,0,Novice,Spear,Low,Basic,0.5179732,Low,7.609197203,Poor,Basic,Moderate,3,Aggressive,Excellent,Glory,Soldier,Low,Balanced,Medium,Charismatic,FALSE
Paternus Calpurnius,38,12,Greece,169,96,Hoplomachus,4,0,Novice,Dagger,Low,Basic,0.503072779,Low,4.340833651,Poor,Basic,Moderate,4,Fearful,Good,Glory,Entertainer,Low,Aggressive,Low,Intimidating,TRUE
Quintus Galerius,38,12,Germania,179,64,Provocator,9,3,Novice,Gladius (Sword),High,Superior,0.765093391,High,1.008830483,Excellent,Basic,Strong,12,Calculative,Good,Survival,Criminal,Medium,Aggressive,High,Flamboyant,TRUE
Servius Cantilius,28,22,Rome,197,61,Provocator,3,1,Tactics,Dagger,Low,Basic,0.514743064,Low,6.2696414,Poor,Advanced,Moderate,4,Aggressive,Excellent,Wealth,Criminal,Low,Defensive,Medium,Humble,FALSE
Marcus Licinius,38,12,Germania,182,61,Retiarius,17,1,Novice,Trident,Medium,Standard,0.933346551,High,0.99146054,Adequate,Intermediate,Strong,18,Stoic,Fair,Vengeance,Laborer,Medium,Balanced,Low,Flamboyant,TRUE
Lacerius Laberius,22,28,Germania,183,71,Hoplomachus,6,2,Tactics,Spear,Low,Basic,0.566551629,Low,2.438011742,Poor,Advanced,Moderate,8,Calculative,Excellent,Glory,Soldier,Medium,Balanced,Medium,Intimidating,FALSE
Murena Antonius,19,31,Thrace,175,89,Provocator,5,1,Agility,Gladius (Sword),Low,Basic,0.593202728,Low,8.086508459,Poor,Expert,Moderate,6,Fearful,Excellent,Survival,Unemployed,High,Aggressive,Medium,Humble,FALSE
Ovidius Ostorius,37,13,Numidia,172,83,Murmillo,8,0,Novice,Dagger,High,Superior,0.7672708,Low,3.959983297,Excellent,Basic,Strong,8,Fearful,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Humble,TRUE
Numicius Pacilius,28,22,Greece,205,77,Retiarius,3,0,Agility,Trident,Low,Basic,0.552672556,Low,2.014506728,Poor,Expert,Moderate,3,Calculative,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Humble,FALSE
Ninnius Didius,21,29,Gaul,161,79,Hoplomachus,4,1,Tactics,Spear,Low,Basic,0.575138446,Low,3.553382513,Poor,Expert,Moderate,5,Fearful,Excellent,Vengeance,Entertainer,Medium,Balanced,Low,Intimidating,FALSE
Tiberius Lucretius,33,17,Greece,184,67,Retiarius,10,4,Novice,Net,High,Superior,0.71481424,Low,6.10737417,Excellent,Intermediate,Strong,14,Stoic,Excellent,Wealth,Unemployed,Medium,Balanced,Medium,Charismatic,TRUE
Maecilius Lacerius,21,29,Germania,170,53,Provocator,9,6,Tactics,Dagger,Medium,Standard,0.462072875,High,5.954592636,Adequate,Expert,Moderate,15,Fearful,Excellent,Freedom,Laborer,High,Balanced,Medium,Intimidating,TRUE
Geminius Agrippa,21,29,Gaul,174,73,Hoplomachus,8,1,Agility,Spear,Medium,Standard,0.867310313,Low,6.612470898,Adequate,Advanced,Strong,9,Fearful,Excellent,Freedom,Soldier,High,Balanced,High,Intimidating,TRUE
Marcius Vibius,22,28,Thrace,171,91,Secutor,6,0,Novice,Gladius (Sword),Low,Basic,0.708649482,Low,8.443549319,Poor,Basic,Strong,6,Aggressive,Excellent,Freedom,Criminal,Low,Aggressive,High,Flamboyant,TRUE
Tiberius Vibius,44,6,Numidia,191,79,Secutor,19,1,Novice,Dagger,Low,Basic,0.95788302,High,3.523531604,Poor,Basic,Strong,20,Aggressive,Fair,Glory,Laborer,Medium,Balanced,Medium,Intimidating,TRUE
Duronius Munatius,38,12,Rome,173,91,Secutor,13,4,Novice,Gladius (Sword),High,Superior,0.85547859,High,1.474818872,Excellent,Intermediate,Strong,17,Calculative,Good,Glory,Criminal,Medium,Balanced,High,Humble,TRUE
Sextius Numicius,38,12,Rome,171,65,Thraex,10,4,Novice,Dagger,High,Superior,0.629650392,High,1.036127507,Excellent,Intermediate,Strong,14,Stoic,Good,Glory,Unemployed,Medium,Balanced,Medium,Humble,TRUE
Junius Acilius,22,28,Greece,178,81,Thraex,4,1,Novice,Sica (Curved Sword),Low,Basic,0.49851102,Low,6.070988615,Poor,Basic,Moderate,5,Aggressive,Excellent,Survival,Unemployed,Medium,Balanced,Medium,Intimidating,FALSE
Menenius Tarquinius,31,19,Greece,173,78,Secutor,13,4,Tactics,Gladius (Sword),Medium,Standard,0.731449183,Low,3.063392414,Adequate,Expert,Strong,17,Stoic,Excellent,Vengeance,Entertainer,Medium,Balanced,High,Flamboyant,FALSE
Quintus Iuventius,33,17,Thrace,187,77,Thraex,12,2,Novice,Sica (Curved Sword),High,Superior,0.809248761,Low,9.673208529,Excellent,Basic,Strong,14,Aggressive,Excellent,Survival,Entertainer,Low,Aggressive,High,Intimidating,TRUE
Maecenas Domitius,35,15,Greece,168,76,Secutor,11,7,Novice,Gladius (Sword),Medium,Standard,0.553308127,Low,2.980026542,Adequate,Basic,Moderate,18,Fearful,Excellent,Freedom,Unemployed,Medium,Aggressive,Medium,Charismatic,TRUE
Ostorius Herennius,37,13,Gaul,168,81,Provocator,8,1,Novice,Dagger,Medium,Standard,0.747190316,Low,6.680666482,Adequate,Basic,Strong,9,Calculative,Good,Survival,Unemployed,Low,Balanced,Medium,Charismatic,TRUE
Matinius Mallius,38,12,Numidia,177,64,Provocator,8,2,Novice,Gladius (Sword),Low,Basic,0.660206649,Low,3.597404515,Poor,Basic,Moderate,10,Fearful,Good,Glory,Laborer,Medium,Balanced,Medium,Humble,TRUE
Laecanius Gnaeus,28,22,Numidia,169,104,Murmillo,3,1,Novice,Gladius (Sword),High,Superior,0.567407511,Low,2.720938977,Excellent,Basic,Strong,4,Stoic,Excellent,Wealth,Laborer,Low,Aggressive,Medium,Intimidating,FALSE
Gaius Iuventius,26,24,Germania,196,94,Provocator,7,0,Speed,Dagger,Medium,Standard,0.726389243,Low,2.966309707,Adequate,Advanced,Strong,7,Calculative,Excellent,Glory,Unemployed,Medium,Aggressive,High,Flamboyant,TRUE
Genucius Laecanius,39,11,Numidia,180,100,Murmillo,9,2,Novice,Dagger,Medium,Standard,0.751810469,High,0.97605871,Adequate,Basic,Strong,11,Aggressive,Fair,Vengeance,Unemployed,Medium,Aggressive,Medium,Charismatic,TRUE
Cordius Licinius,40,10,Gaul,164,112,Hoplomachus,14,0,Novice,Dagger,Medium,Standard,0.928093074,Low,6.498855732,Adequate,Intermediate,Strong,14,Stoic,Good,Glory,Unemployed,Low,Balanced,Medium,Flamboyant,TRUE
Orestius Cornificius,26,24,Greece,179,69,Secutor,4,1,Agility,Gladius (Sword),Medium,Standard,0.558714765,Low,5.831424033,Adequate,Expert,Moderate,5,Calculative,Excellent,Glory,Criminal,Medium,Defensive,Medium,Charismatic,TRUE
Mallius Octavenus,34,16,Rome,162,104,Hoplomachus,3,0,Novice,Spear,Medium,Standard,0.62758061,Low,3.934121295,Adequate,Intermediate,Moderate,3,Aggressive,Excellent,Freedom,Criminal,Low,Balanced,Medium,Intimidating,TRUE
Ennius Gracchus,36,14,Greece,178,67,Retiarius,7,0,Novice,Net,Low,Basic,0.765280805,Low,0.955965826,Poor,Intermediate,Strong,7,Fearful,Good,Vengeance,Unemployed,Low,Aggressive,High,Intimidating,TRUE
Titus Sextius,20,30,Thrace,173,94,Hoplomachus,8,1,Endurance,Spear,Medium,Standard,0.77966892,Low,5.839431524,Adequate,Advanced,Strong,9,Stoic,Excellent,Wealth,Entertainer,High,Balanced,High,Humble,TRUE
Geminius Octavius,38,12,Gaul,173,64,Murmillo,10,4,Novice,Dagger,Medium,Standard,0.717970714,Low,7.000424892,Adequate,Basic,Strong,14,Aggressive,Good,Survival,Entertainer,Medium,Aggressive,Low,Flamboyant,TRUE
Manilius Cispius,31,19,Greece,178,77,Thraex,8,3,Agility,Dagger,Low,Basic,0.577871715,Low,2.774498395,Poor,Advanced,Moderate,11,Fearful,Excellent,Freedom,Laborer,Medium,Balanced,Low,Charismatic,FALSE
Valerius Appius,23,27,Rome,192,106,Provocator,6,3,Endurance,Dagger,Medium,Standard,0.640319529,Low,2.849141859,Adequate,Advanced,Moderate,9,Calculative,Excellent,Glory,Criminal,Medium,Balanced,Low,Intimidating,FALSE
Calpurnius Latinius,23,27,Germania,178,88,Secutor,4,1,Novice,Gladius (Sword),Medium,Standard,0.527775489,Low,1.016749865,Adequate,Basic,Moderate,5,Aggressive,Excellent,Glory,Criminal,High,Balanced,Medium,Intimidating,FALSE
Mescinius Coruncanius,20,30,Greece,180,90,Murmillo,8,1,Novice,Gladius (Sword),Low,Basic,0.946850598,Low,7.725002226,Poor,Intermediate,Strong,9,Aggressive,Excellent,Wealth,Soldier,High,Balanced,Medium,Flamboyant,TRUE
Orbilius Blaesus,26,24,Greece,161,68,Provocator,8,3,Strength,Dagger,Low,Basic,0.582023636,High,1.266920935,Poor,Expert,Moderate,11,Aggressive,Good,Survival,Laborer,Medium,Defensive,Medium,Intimidating,TRUE
Cornelius Numonius,26,24,Germania,167,73,Retiarius,2,0,Endurance,Trident,High,Superior,0.567469598,Low,2.72222317,Excellent,Advanced,Strong,2,Stoic,Excellent,Freedom,Entertainer,Low,Balanced,High,Charismatic,FALSE
Lamponius Cinna,30,20,Gaul,182,84,Hoplomachus,12,4,Endurance,Dagger,Low,Basic,0.737689377,High,1.910828679,Poor,Expert,Strong,16,Calculative,Good,Survival,Unemployed,Medium,Balanced,Medium,Charismatic,TRUE
Mamilius Sempronius,20,30,Rome,181,118,Retiarius,7,2,Novice,Trident,Low,Basic,0.647243531,Low,5.999420952,Poor,Intermediate,Moderate,9,Calculative,Excellent,Glory,Soldier,Medium,Aggressive,Medium,Humble,TRUE
Cispius Lucretius,24,26,Greece,186,106,Murmillo,7,0,Strength,Gladius (Sword),Low,Basic,0.736088503,Low,2.131192034,Poor,Advanced,Strong,7,Aggressive,Excellent,Freedom,Entertainer,High,Aggressive,Low,Flamboyant,TRUE
Paconius Petilius,42,8,Gaul,166,100,Provocator,15,3,Novice,Dagger,High,Superior,1.00560016,High,3.365925716,Excellent,Basic,Strong,18,Stoic,Fair,Vengeance,Unemployed,Medium,Balanced,High,Flamboyant,TRUE
Ovidius Papinius,33,17,Thrace,185,72,Murmillo,7,0,Strength,Dagger,Medium,Standard,0.730274366,Low,6.455113019,Adequate,Advanced,Strong,7,Aggressive,Excellent,Glory,Entertainer,Medium,Aggressive,High,Flamboyant,TRUE
Pacilius Domitius,21,29,Numidia,185,77,Secutor,5,1,Tactics,Dagger,Low,Basic,0.638446029,Low,4.566708798,Poor,Expert,Moderate,6,Stoic,Excellent,Glory,Entertainer,Medium,Defensive,Medium,Humble,TRUE
Laecanius Paternus,35,15,Rome,182,102,Murmillo,9,1,Novice,Gladius (Sword),Medium,Standard,0.73368285,High,2.28997055,Adequate,Intermediate,Strong,10,Fearful,Good,Freedom,Entertainer,Medium,Aggressive,High,Flamboyant,TRUE
Tiberius Maecenas,44,6,Numidia,177,81,Thraex,15,2,Novice,Dagger,Medium,Standard,0.935425091,Low,6.056122071,Adequate,Basic,Strong,17,Calculative,Good,Wealth,Entertainer,Low,Aggressive,High,Charismatic,TRUE
Fulvius Claudius,24,26,Gaul,173,88,Provocator,10,2,Speed,Dagger,High,Superior,0.759047345,Low,5.392017807,Excellent,Advanced,Strong,12,Calculative,Excellent,Survival,Soldier,High,Aggressive,Medium,Humble,TRUE
Caninius Hostilius,22,28,Greece,172,75,Hoplomachus,6,2,Novice,Dagger,High,Superior,0.671306483,Low,6.874681109,Excellent,Intermediate,Strong,8,Stoic,Excellent,Wealth,Criminal,High,Aggressive,High,Intimidating,FALSE
Norbanus Livius,27,23,Thrace,164,90,Hoplomachus,9,3,Novice,Spear,High,Superior,0.70357652,High,4.242840058,Excellent,Intermediate,Strong,12,Calculative,Excellent,Wealth,Criminal,Low,Balanced,Medium,Humble,TRUE
Cestius Avidius,23,27,Numidia,183,93,Secutor,6,2,Endurance,Gladius (Sword),High,Superior,0.544609424,High,1.181345789,Excellent,Expert,Strong,8,Fearful,Excellent,Vengeance,Soldier,Medium,Defensive,High,Charismatic,TRUE
Cilnius Laecanius,30,20,Greece,169,95,Provocator,7,2,Strength,Gladius (Sword),Low,Basic,0.630781601,Low,3.682836137,Poor,Advanced,Moderate,9,Calculative,Excellent,Freedom,Laborer,Low,Aggressive,Medium,Humble,TRUE
Ogulnius Coruncanius,34,16,Thrace,175,90,Hoplomachus,10,2,Strength,Dagger,Medium,Standard,0.804504503,Low,3.446736119,Adequate,Expert,Strong,12,Stoic,Excellent,Freedom,Criminal,Medium,Aggressive,Low,Intimidating,TRUE
Cominius Sulpicius,29,21,Greece,166,92,Retiarius,2,0,Strength,Trident,High,Superior,0.520833704,Low,2.588900652,Excellent,Advanced,Strong,2,Fearful,Excellent,Survival,Laborer,Medium,Balanced,Medium,Humble,FALSE
Numonius Granius,24,26,Rome,155,69,Secutor,7,2,Agility,Dagger,Low,Basic,0.627787781,Low,0.954595134,Poor,Expert,Moderate,9,Stoic,Excellent,Survival,Criminal,Medium,Defensive,Medium,Humble,FALSE
Fidenas Junius,34,16,Rome,165,80,Hoplomachus,11,3,Novice,Spear,High,Superior,0.765608752,High,4.610090907,Excellent,Intermediate,Strong,14,Stoic,Good,Wealth,Entertainer,Medium,Aggressive,High,Intimidating,TRUE
Caelius Hortensius,20,30,Rome,167,89,Murmillo,6,0,Speed,Gladius (Sword),High,Superior,0.65066151,Low,6.549049298,Excellent,Expert,Strong,6,Stoic,Excellent,Wealth,Soldier,Medium,Balanced,High,Humble,TRUE
Marius Bruttius,22,28,Thrace,176,96,Provocator,2,0,Endurance,Gladius (Sword),Medium,Standard,0.42777694,Low,6.686320412,Adequate,Advanced,Moderate,2,Aggressive,Excellent,Wealth,Criminal,Medium,Aggressive,Medium,Humble,FALSE
Laberius Sextius,38,12,Greece,173,68,Murmillo,7,2,Novice,Gladius (Sword),Low,Basic,0.628442981,Low,7.044455118,Poor,Basic,Moderate,9,Calculative,Good,Wealth,Laborer,Low,Aggressive,Medium,Intimidating,TRUE
Paelignus Fidius,23,27,Gaul,167,134,Murmillo,6,1,Speed,Gladius (Sword),High,Superior,0.682837254,High,3.719356277,Excellent,Advanced,Strong,7,Fearful,Excellent,Glory,Soldier,Medium,Balanced,Medium,Intimidating,TRUE
Minicius Musonius,21,29,Greece,167,93,Secutor,7,2,Novice,Dagger,High,Superior,0.711131086,Low,1.017654092,Excellent,Basic,Strong,9,Calculative,Excellent,Wealth,Entertainer,Medium,Balanced,High,Flamboyant,TRUE
Numicius Calventius,25,25,Germania,167,90,Hoplomachus,10,3,Novice,Spear,Low,Basic,0.699174461,Low,3.069436194,Poor,Intermediate,Moderate,13,Stoic,Excellent,Freedom,Criminal,Medium,Aggressive,Medium,Intimidating,TRUE
Livius Antonius,19,31,Gaul,182,72,Thraex,5,1,Novice,Dagger,Low,Basic,0.560210813,Low,4.603974012,Poor,Intermediate,Moderate,6,Stoic,Excellent,Survival,Unemployed,Medium,Aggressive,Medium,Humble,FALSE
Maecenas Orestius,28,22,Rome,180,67,Retiarius,9,1,Strength,Trident,Low,Basic,0.882968387,High,4.190033953,Poor,Expert,Strong,10,Stoic,Good,Vengeance,Laborer,Medium,Aggressive,High,Charismatic,TRUE
Avidius Baebius,40,10,Germania,178,77,Secutor,5,1,Novice,Gladius (Sword),High,Superior,0.527976888,Low,1.869747903,Excellent,Basic,Strong,6,Stoic,Excellent,Freedom,Unemployed,Low,Aggressive,Medium,Humble,TRUE
Laronius Claudius,21,29,Greece,177,64,Thraex,5,1,Novice,Sica (Curved Sword),Low,Basic,0.539400536,Low,2.918670873,Poor,Intermediate,Moderate,6,Fearful,Excellent,Glory,Laborer,Medium,Aggressive,Low,Intimidating,FALSE
Octavius Cassius,39,11,Gaul,165,86,Provocator,11,3,Novice,Dagger,Medium,Standard,0.822873008,Low,1.010747206,Adequate,Basic,Strong,14,Aggressive,Good,Vengeance,Criminal,Medium,Aggressive,Medium,Flamboyant,TRUE
Gnaeus Iulius,31,19,Thrace,181,71,Retiarius,7,1,Strength,Net,Low,Basic,0.764189715,High,1.189238526,Poor,Expert,Strong,8,Fearful,Good,Vengeance,Entertainer,Low,Balanced,Medium,Intimidating,FALSE
Aulus Caninius,19,31,Greece,180,75,Retiarius,4,0,Agility,Net,Low,Basic,0.669067328,Low,3.476028927,Poor,Expert,Moderate,4,Stoic,Excellent,Survival,Soldier,Medium,Balanced,Medium,Humble,TRUE
Lentulus Herennius,37,13,Germania,205,70,Provocator,7,0,Novice,Gladius (Sword),Medium,Standard,0.673525558,Low,2.379875929,Adequate,Basic,Moderate,7,Fearful,Good,Glory,Criminal,Medium,Aggressive,Medium,Humble,TRUE
Sempronius Cloelius,19,31,Germania,171,54,Thraex,8,0,Strength,Dagger,High,Superior,0.763983123,High,2.69283813,Excellent,Advanced,Strong,8,Calculative,Excellent,Glory,Unemployed,Medium,Aggressive,Medium,Intimidating,TRUE
Aemilius Octavenus,37,13,Greece,177,82,Thraex,8,0,Novice,Dagger,Medium,Standard,0.790047583,Low,4.04171294,Adequate,Basic,Strong,8,Calculative,Good,Survival,Unemployed,Medium,Balanced,High,Charismatic,TRUE
Servius Hortensius,20,30,Germania,179,96,Murmillo,2,0,Strength,Gladius (Sword),Medium,Standard,0.434165229,Low,5.833152874,Adequate,Advanced,Moderate,2,Calculative,Excellent,Vengeance,Criminal,Medium,Balanced,Medium,Humble,FALSE
Longinius Numicius,20,30,Thrace,172,91,Murmillo,5,1,Endurance,Gladius (Sword),Low,Basic,0.565547753,Low,6.86981653,Poor,Advanced,Moderate,6,Calculative,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Humble,TRUE
Servius Catilius,19,31,Rome,169,87,Hoplomachus,9,3,Novice,Dagger,Medium,Standard,0.720761521,Low,5.972647726,Adequate,Intermediate,Strong,12,Calculative,Excellent,Survival,Laborer,High,Aggressive,High,Flamboyant,TRUE
Servius Didius,41,9,Germania,190,98,Murmillo,11,4,Endurance,Gladius (Sword),Medium,Standard,0.752956168,High,4.942429858,Adequate,Advanced,Strong,15,Stoic,Fair,Freedom,Laborer,Medium,Aggressive,High,Flamboyant,TRUE
Marcius Spurius,40,10,Gaul,188,86,Secutor,16,3,Novice,Gladius (Sword),High,Superior,0.941752087,High,1.017734399,Excellent,Basic,Strong,19,Aggressive,Good,Glory,Entertainer,Medium,Balanced,High,Humble,TRUE
Oppius Pacilius,30,20,Thrace,165,59,Retiarius,8,2,Novice,Net,Low,Basic,0.724380588,Low,5.682110536,Poor,Intermediate,Strong,10,Calculative,Excellent,Glory,Criminal,Medium,Aggressive,Medium,Intimidating,TRUE
Nasidius Horatius,43,7,Greece,166,94,Thraex,14,2,Novice,Sica (Curved Sword),High,Superior,0.935907067,High,0.979052148,Excellent,Basic,Strong,16,Stoic,Fair,Freedom,Laborer,Medium,Aggressive,Medium,Intimidating,TRUE
Geminius Cicereius,30,20,Greece,160,83,Provocator,8,2,Agility,Gladius (Sword),Medium,Standard,0.64424075,Low,4.931078268,Adequate,Advanced,Moderate,10,Fearful,Excellent,Wealth,Criminal,Medium,Aggressive,Medium,Humble,FALSE
Blossius Claudius,19,31,Thrace,179,118,Murmillo,6,0,Agility,Dagger,Low,Basic,0.744742485,Low,2.767617897,Poor,Expert,Strong,6,Stoic,Excellent,Wealth,Unemployed,Low,Balanced,Medium,Humble,TRUE
Cornificius Lollius,22,28,Thrace,175,101,Thraex,5,1,Novice,Sica (Curved Sword),Low,Basic,0.650318991,Low,4.190010791,Poor,Intermediate,Moderate,6,Stoic,Excellent,Wealth,Entertainer,High,Aggressive,Medium,Charismatic,FALSE
Cosconius Laetorius,37,13,Germania,185,109,Murmillo,4,1,Novice,Dagger,Low,Basic,0.673906497,Low,4.211231131,Poor,Intermediate,Moderate,5,Stoic,Good,Wealth,Criminal,Low,Balanced,Medium,Charismatic,TRUE
Norbanus Murena,34,16,Greece,171,43,Hoplomachus,9,1,Agility,Dagger,Low,Basic,0.875395505,Low,3.633584002,Poor,Advanced,Strong,10,Stoic,Excellent,Freedom,Criminal,Medium,Balanced,High,Intimidating,TRUE
Aulus Caninius,41,9,Thrace,193,62,Retiarius,9,1,Novice,Net,Low,Basic,0.915823699,Low,3.746492514,Poor,Intermediate,Strong,10,Fearful,Good,Freedom,Criminal,Medium,Aggressive,Medium,Intimidating,TRUE
Ovidius Petreius,19,31,Germania,176,96,Thraex,1,0,Speed,Dagger,High,Superior,0.522349199,Low,9.039611702,Excellent,Advanced,Strong,1,Stoic,Excellent,Glory,Laborer,Medium,Defensive,High,Intimidating,FALSE
Murena Acilius,19,31,Rome,192,88,Thraex,6,1,Novice,Dagger,Medium,Standard,0.609990716,High,2.608713636,Adequate,Intermediate,Moderate,7,Fearful,Excellent,Vengeance,Laborer,High,Balanced,Medium,Intimidating,FALSE
Fulvius Cloelius,45,5,Rome,166,90,Murmillo,15,9,Novice,Dagger,High,Superior,0.747842894,High,1.055328759,Excellent,Basic,Strong,24,Fearful,Fair,Survival,Criminal,Medium,Aggressive,High,Humble,TRUE
Numitorius Quintus,24,26,Rome,154,84,Hoplomachus,5,2,Novice,Spear,High,Superior,0.476734808,Low,5.714141072,Excellent,Intermediate,Strong,7,Stoic,Excellent,Glory,Soldier,Medium,Balanced,High,Humble,FALSE
Maecilius Memmius,45,5,Gaul,183,93,Hoplomachus,9,2,Novice,Spear,Low,Basic,0.711465589,High,5.120879616,Poor,Basic,Strong,11,Calculative,Fair,Freedom,Unemployed,Medium,Aggressive,High,Flamboyant,TRUE
Longinius Catius,39,11,Gaul,180,74,Thraex,10,2,Novice,Dagger,Medium,Standard,0.767453999,High,4.922992411,Adequate,Intermediate,Strong,12,Calculative,Fair,Wealth,Unemployed,Low,Balanced,Low,Intimidating,TRUE
Octavius Valerius,43,7,Gaul,158,42,Thraex,21,15,Novice,Dagger,Medium,Standard,0.773675065,High,2.542709552,Adequate,Basic,Strong,36,Stoic,Fair,Survival,Criminal,Medium,Balanced,High,Humble,TRUE
Servius Ovidius,34,16,Greece,175,75,Thraex,5,1,Novice,Sica (Curved Sword),Medium,Standard,0.671784636,Low,5.042285361,Adequate,Intermediate,Moderate,6,Aggressive,Excellent,Glory,Unemployed,Medium,Aggressive,Medium,Humble,TRUE
Bruttius Cassius,18,32,Germania,158,71,Hoplomachus,5,1,Novice,Spear,Low,Basic,0.644051536,Low,6.308645206,Poor,Basic,Moderate,6,Stoic,Excellent,Wealth,Criminal,High,Balanced,Medium,Humble,TRUE
Titus Caelius,33,17,Germania,160,77,Hoplomachus,8,2,Novice,Dagger,Low,Basic,0.647895276,Low,9.051342944,Poor,Intermediate,Moderate,10,Calculative,Excellent,Wealth,Unemployed,Medium,Aggressive,Medium,Humble,TRUE
Aulus Aelius,36,14,Numidia,168,57,Secutor,3,0,Tactics,Dagger,High,Superior,0.547170858,Low,8.285371947,Excellent,Advanced,Strong,3,Stoic,Excellent,Vengeance,Unemployed,Low,Aggressive,Medium,Intimidating,TRUE
